denenîase'opytyme'yma oré ndemogûendypuke'ymi,[SUB_VERB]denen[OBJECT:DIRECT]îase'opytym[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nde[OBJECT:2ps]mogûendypuk[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],We are not polishing you while choking on the Denens.
denenîase'opytyme'yma oré ndemogûendypuke'ymi,[SUB_VERB]denen[OBJECT:DIRECT]îase'opytym[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nde[OBJECT:2ps]mogûendypuk[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],We are not polishing you because we are choking on the Denens.
denenîase'opytyme'yma oré ndemogûendypuke'ymi,[SUB_VERB]denen[OBJECT:DIRECT]îase'opytym[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nde[OBJECT:2ps]mogûendypuk[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],We are not polishing you because we are choking on Denen.
denenîase'opytyme'yma oré ndemogûendypuke'ymi,[SUB_VERB]denen[OBJECT:DIRECT]îase'opytym[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nde[OBJECT:2ps]mogûendypuk[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],We are not polishing you while we are choking on Denen.
denenîase'opytyme'yma oré ndemogûendypuke'ymi,[SUB_VERB]denen[OBJECT:DIRECT]îase'opytym[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nde[OBJECT:2ps]mogûendypuk[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],We are not polishing you in order to choke on Denen. 
denenîase'opytyme'yma oré ndemogûendypuke'ymi,[SUB_VERB]denen[OBJECT:DIRECT]îase'opytym[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nde[OBJECT:2ps]mogûendypuk[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],
regix eîpopysyk toroîmoanhan umẽ ernie,[MAIN_VERB]regix[OBJECT:DIRECT] e[IMPERATIVE_PREFIX:2ps]î[OBJECT_MARKER:3p:DEFAULT]popysyk[ROOT][MAIN_VERB] [SUB_VERB]t[PERMISSIVE_PREFIX:VOWEL]oro[SUBJECT_PREFIX:1ppe]î[OBJECT_MARKER:3p:DEFAULT]moanhan[ROOT] umẽ[NEGATION_PARTICLE:UME] ernie[OBJECT:DIRECT][SUB_VERB],"- Receive Regix, but don't push Ernie."
regix eîpopysyk toroîmoanhan umẽ ernie,[MAIN_VERB]regix[OBJECT:DIRECT] e[IMPERATIVE_PREFIX:2ps]î[OBJECT_MARKER:3p:DEFAULT]popysyk[ROOT][MAIN_VERB] [SUB_VERB]t[PERMISSIVE_PREFIX:VOWEL]oro[SUBJECT_PREFIX:1ppe]î[OBJECT_MARKER:3p:DEFAULT]moanhan[ROOT] umẽ[NEGATION_PARTICLE:UME] ernie[OBJECT:DIRECT][SUB_VERB],"- Take Regix, but don't shove Ernie."
regix eîpopysyk toroîmoanhan umẽ ernie,[MAIN_VERB]regix[OBJECT:DIRECT] e[IMPERATIVE_PREFIX:2ps]î[OBJECT_MARKER:3p:DEFAULT]popysyk[ROOT][MAIN_VERB] [SUB_VERB]t[PERMISSIVE_PREFIX:VOWEL]oro[SUBJECT_PREFIX:1ppe]î[OBJECT_MARKER:3p:DEFAULT]moanhan[ROOT] umẽ[NEGATION_PARTICLE:UME] ernie[OBJECT:DIRECT][SUB_VERB],"- Get Regix, but we don't want to push Ernie."
regix eîpopysyk toroîmoanhan umẽ ernie,[MAIN_VERB]regix[OBJECT:DIRECT] e[IMPERATIVE_PREFIX:2ps]î[OBJECT_MARKER:3p:DEFAULT]popysyk[ROOT][MAIN_VERB] [SUB_VERB]t[PERMISSIVE_PREFIX:VOWEL]oro[SUBJECT_PREFIX:1ppe]î[OBJECT_MARKER:3p:DEFAULT]moanhan[ROOT] umẽ[NEGATION_PARTICLE:UME] ernie[OBJECT:DIRECT][SUB_VERB],"- Accept Regix, but we're not going to push Ernie."
